,pubchem id,common name,flavor profile
4556,7462,Alpha-Terpinene,"{'terpene', 'herbal', 'citrus', 'lemon', 'medicinal', 'woody', 'camphoraceous', 'bitter'}"
4557,7463,P-Cymene,"{'terpene', 'solvent', 'gasoline', 'spice', 'fresh', 'woody', 'citrus'}"
4558,7465,4-Isopropylphenol,"{'medicinal', 'spicy', 'woody', 'warm'}"
4559,7476,4'-Methoxyacetophenone,"{'acacia', 'butter', 'balsamic', 'sweet', 'powdery', 'anisic', 'vanilla', 'hawthorn', 'caramel', 'bitter'}"
4560,7478,4-Methoxybenzoic Acid,"{'cadaverous', 'sweet', 'putrid', 'faint'}"
4561,7501,Styrene,"{'plastic', 'gasoline', 'balsam', 'sweet', 'floral', 'balsamic'}"
4562,7519,Anisole,"{'butter', 'gasoline', 'cheese', 'anise', 'alcohol', 'ethereal', 'phenolic'}"
4563,7523,2-Ethylpyridine,"{'grass', 'grassy', 'green'}"
4564,7559,Methyl Phenylacetate,"{'sweet', 'waxy', 'honey', 'almond', 'spice', 'floral'}"
4565,7583,Diphenyl oxide,"{'phenolic', 'leaf', 'green', 'geranium'}"
4566,7590,Ethyl Phenylacetate,"{'fruit', 'melon', 'balsam', 'cocoa', 'sweet', 'rose', 'chocolate', 'anise', 'honey', 'grapefruit', 'raspberry', 'floral', 'bitter'}"
4567,7600,102-19-2,"{'mango', 'castoreum', 'balsam', 'cocoa', 'sweet', 'chocolate', 'jasmine', 'honey', 'animal'}"
4568,7650,Benzyl butyrate,"{'berry', 'jasmin', 'butter', 'logenberry', 'cheese', 'fruity', 'pear', 'plum', 'apricot', 'jasmine', 'fresh', 'peach'}"
4569,7651,Benzyl isovalerate,"{'apple', 'herbal', 'sweet', 'fruity', 'pineapple'}"
4570,7654,Phenethyl acetate,"{'tobacco', 'sweet', 'rose', 'tropical', 'honey', 'fruity', 'floral'}"
4571,7655,Phenethyl isobutyrate,"{'tea', 'rose', 'pastry', 'fruity', 'peach', 'floral', 'bitter'}"
4572,7658,Phenethyl butyrate,"{'yeast', 'strawberry', 'sweet', 'musty', 'floral'}"
4573,7707,3-Phenylpropanal,"{'cortex', 'clove', 'strawberry', 'balsam', 'hyacinth', 'chocolate', 'honey', 'cinnamon', 'foliage', 'fresh', 'storax', 'green', 'leaf'}"
4574,7708,Benzyl formate,"{'cranberry', 'black tea', 'fruity', 'almond', 'spicy', 'pineapple', 'apricot', 'floral'}"
4575,7710,gamma-Nonanolactone,"{'coconut', 'buttery', 'sweet', 'waxy', 'creamy', 'peach', 'oily'}"
4576,7711,2-Phenylethyl formate,"{'herbal', 'watercress', 'hyacinth', 'rose', 'green', 'bitter'}"
4577,7714,Gamma-undecalactone,"{'coconut', 'ketonic', 'lactonic', 'fatty', 'fruity', 'creamy', 'apricot', 'peach'}"
4578,7720,2-Ethylhexan-1-ol,"{'sweet', 'rose', 'fresh', 'oily', 'floral', 'green', 'citrus'}"
4579,7725,p-Tolualdehyde,"{'fruity', 'phenolic', 'deep', 'cherry'}"
4580,7728,5-Ethyl-2-methylpyridine,"{'roasted', 'strong', 'earthy', 'potato', 'raw', 'nutty'}"
4581,7738,4-Methoxybenzyl Alcohol,"{'lilac', 'sweet', 'rose', 'powdery', 'chocolate', 'hyacinth', 'flower', 'honey', 'vanilla', 'hawthorn', 'floral', 'caramel'}"
4582,7749,Ethyl Propionate,"{'rum', 'grape', 'fruit', 'sweet', 'juicy', 'fruity', 'pineapple'}"
4583,7755,3-Methylvaleric acid,"{'sharp', 'cheesy', 'fruity', 'acidic', 'animal', 'sweaty', 'green'}"
4584,7762,Ethyl Butyrate,"{'cognac', 'apple', 'fruit', 'juicy', 'fruity', 'pineapple', 'banana'}"
4585,7765,Acetal,"{'vegetable', 'ether', 'fruit', 'sweet', 'cream', 'tart', 'honey', 'nut', 'earthy', 'green'}"
4586,7770,Propyl butyrate,"{'rancid', 'solvent', 'sweet', 'fruity', 'pineapple', 'apricot', 'sweaty'}"
4587,7772,Isoamyl propionate,"{'fruit', 'ripe', 'tomato', 'sweet', 'tropical', 'fruity', 'pineapple', 'banana', 'bitter'}"
4588,7775,Isobutyl hexanoate,"{'sweet', 'tropical', 'fruity', 'pineapple', 'peach', 'green'}"
4589,7778,Citronellyl formate,"{'cucumber', 'bergamot', 'rose', 'honey', 'plum', 'apricot', 'peach'}"
4590,7794,Citronellal,"{'fat', 'herbal', 'cherry', 'sweet', 'rose', 'lemon', 'dry', 'floral', 'waxy', 'aldehydic', 'citrus'}"
4591,7795,Isoamyl butyrate,"{'melon', 'papaya', 'whiskey', 'fruity', 'hop_oil', 'pear', 'banana', 'apricot', 'tropica', 'green'}"
4592,7797,Ethyl Heptanoate,"{'rum', 'cognac', 'fruit', 'melon', 'fruity', 'pineapple', 'plum', 'wine'}"
4593,7799,Ethyl Octanoate,"{'brandy', 'fruit', 'fat', 'sweet', 'waxy', 'fruity', 'pear', 'banana', 'apricot', 'wine'}"
4594,7800,Ethyl dodecanoate,"{'soapy', 'sweet', 'clean', 'waxy', 'floral', 'leaf'}"
4595,7802,3-Heptanone,"{'powerful', 'fruity', 'fatty', 'green'}"
4596,7803,Propyl Propionate,"{'sharp', 'sweet', 'pungent', 'chemical', 'fruity', 'pineapple', 'bitter'}"
4597,7824,Methyl Hexanoate,"{'fruit', 'sweet', 'fruity', 'pineapple', 'fresh', 'ether'}"
4598,7826,Methyl Heptanoate,"{'berry', 'fruit', 'sweet', 'orris', 'waxy', 'floral', 'green'}"
4599,7847,Acrolein,"{'almond', 'cherry'}"
4600,7848,1-Propanethiol,"{'gassy', 'onion', 'sweet', 'natural', 'cabbage'}"
4601,7852,Propylamine,{'ammoniacal'}
4602,7858,Allyl Alcohol,"{'pungent', 'mustard'}"
4603,7888,Hydroxycitronellal,"{'melon', 'sweet', 'tropical', 'waxy', 'lily', 'floral', 'green'}"
4604,7895,2-Pentanone,"{'fishy', 'fruit', 'sweet', 'alcohol', 'ethereal', 'fruity', 'potato', 'banana', 'wine', 'woody', 'ether'}"
4605,7909,4-Methyl-2-pentanone,"{'solvent', 'herbal', 'sharp', 'fruity', 'dairy', 'spice', 'green'}"
4606,7915,Isopropyl Acetate,"{'chemical', 'sweet', 'ethereal', 'fruity', 'banana'}"
4607,7918,Acetic Anhydride,"{'sharp', 'vinegar'}"
4608,7921,gamma-Valerolactone,"{'herbal', 'tobacco', 'cocoa', 'sweet', 'warm', 'woody'}"
4609,7929,M-Xylene,{'plastic'}
4610,7937,"2,6-Dimethylpyridine","{'cocoa', 'amine', 'bready', 'woody', 'oily', 'nutty'}"
4611,7938,"2,6-Dimethylpyrazine","{'cocoa', 'roasted nut', 'coffee', 'roast beef', 'roasted nuts'}"
4612,7945,Ethyl Isovalerate,"{'apple', 'fruit', 'sweet', 'tutti frutti', 'fruity', 'pineapple'}"
4613,7966,Cyclohexanol,"{'phenol', 'menthol', 'camphor'}"
4614,7975,2-Methylpyridine,"{'sweat', 'bitter'}"
4615,7976,2-Methylpyrazine,"{'cocoa', 'chocolate', 'roasted', 'popcorn', 'nutty', 'green', 'peanut'}"
4616,7981,Butyl Isovalerate,"{'apple', 'fruit', 'sweet', 'pear', 'pineapple', 'peach', 'green'}"
4617,7983,Butyl butyrate,"{'berry', 'apple', 'sweet', 'fruity', 'pineapple', 'banana', 'pear', 'peach'}"
4618,7991,Valeric acid,"{'rancid', 'sickening', 'putrid', 'acidic', 'sweat', 'animal', 'sweaty'}"
4619,7997,Propyl acetate,"{'solvent', 'fusel', 'celery', 'fruity', 'raspberry', 'pear', 'bitter'}"
4620,8025,Ethyl Formate,"{'cognac', 'rose', 'pungent', 'alcohol', 'ethereal', 'green', 'bitter'}"
4621,8027,Pyrrole,"{'ethereal', 'warm', 'sweet', 'nutty'}"
4622,8038,Isobutyl Acetate,"{'apple', 'fruit', 'sweet', 'tropical', 'ethereal', 'fruity', 'banana', 'bitter'}"
4623,8048,Ethyl Decanoate,"{'brandy', 'apple', 'grape', 'sweet', 'waxy', 'fruity', 'pear', 'oily'}"
4624,8051,2-Heptanone,"{'coconut', 'herbal', 'sweet', 'fruity', 'spicy', 'cinnamon', 'woody', 'soap'}"
4625,8052,Isopentyl formate,"{'blackcurrant', 'fruit', 'dry', 'vinous', 'ethereal', 'earthy', 'plum', 'green'}"
4626,8060,Amylamine,"{'fishy', 'ammoniacal'}"
4627,8063,Pentanal,"{'berry', 'fermented', 'pungent', 'fruity', 'almond', 'bready', 'malt', 'nutty'}"
4628,8082,Piperidine,"{'heavy', 'sweet', 'animal', 'floral', 'bitter'}"
4629,8091,Methyl octanoate,"{'vegetable', 'herbal', 'sweet', 'waxy', 'orange', 'aldehydic', 'green'}"
4630,8093,Octan-2-one,"{'weedy', 'herbal', 'gasoline', 'bitter', 'natural', 'earthy', 'woody', 'soap'}"
4631,8094,Heptanoic Acid,"{'rancid', 'sour', 'cheese', 'cheesy', 'sweat'}"
4632,8103,1-Hexanol,"{'fusel', 'sweet', 'flower', 'ethereal', 'fruity', 'alcoholic', 'oil', 'resin', 'green'}"
4633,8122,Ethyl Stearate,"{'waxy', 'mild'}"
4634,8129,1-Heptanol,"{'coconut', 'violet', 'herbal', 'strawberry', 'leafy', 'chemical', 'sweet', 'musty', 'peony', 'woody', 'green'}"
4635,8130,Heptanal,"{'rancid', 'ozone', 'fat', 'herbal', 'fatty', 'wine-lee', 'fresh', 'aldehydic', 'green', 'citrus'}"
4636,8141,Nonane,"{'alkane', 'gasoline'}"
4637,8158,Nonanoic Acid,"{'dirty', 'fat', 'cheese', 'green', 'waxy', 'cultured dairy'}"
4638,8159,Heptyl acetate,"{'rum', 'fruit', 'ripe', 'pear', 'apricot', 'fresh', 'woody', 'green'}"
4639,8163,2-Undecanone,"{'iris', 'fatty', 'orris', 'waxy', 'fruity', 'creamy', 'orange', 'fresh', 'floral', 'green'}"
4640,8167,Decyl Acetate,"{'soapy', 'rose', 'clean', 'laundered cloths', 'waxy', 'pineapple', 'orange', 'oil', 'fresh', 'citrus'}"
4641,8174,1-Decanol,"{'fat', 'fatty', 'rose', 'sweet', 'clean', 'watery', 'waxy', 'orange', 'floral'}"
4642,8175,Decanal,"{'orange peel', 'sweet', 'floral', 'soap', 'waxy', 'tallow', 'aldehydic', 'citrus'}"
4643,8180,Undecanoic Acid,"{'coconut', 'cheese', 'fatty', 'waxy', 'creamy', 'oil'}"
4644,8181,Methyl Palmitate,"{'waxy', 'fatty', 'oily'}"
4645,8186,Undecanal,"{'soapy', 'laundry', 'fatty', 'sweet', 'pungent', 'floral', 'waxy', 'oil', 'fresh', 'aldehydic', 'green', 'citrus'}"
4646,8193,1-Dodecanol,"{'coconut', 'soapy', 'fat', 'fatty', 'waxy', 'honey', 'earthy', 'wax'}"
4647,8194,Dodecanal,"{'soapy', 'fat', 'floral', 'waxy', 'lily', 'aldehydic', 'green', 'citrus'}"
4648,8201,Methyl Stearate,"{'waxy', 'fat', 'oily'}"
4649,8205,Dodecyl Acetate,"{'sweet', 'clean', 'laundered cloths', 'waxy', 'fresh'}"
4650,8294,Linalyl Acetate,"{'fruit', 'citrus', 'bergamot', 'sweet', 'woody', 'green', 'lavender'}"
4651,8314,2-Methylbutanoic acid,"{'sour', 'strawberry', 'cheese', 'pungent', 'acid', 'sweat', 'roquefort cheese'}"
4652,8363,Benzyl Salicylate,"{'herbal', 'balsam', 'sweet', 'clean', 'oily'}"
4653,8369,Maltol,"{'candy', 'cotton', 'sweet', 'fruity', 'bread', 'jam', 'baked', 'caramel'}"
4654,8375,2'-Hydroxyacetophenone,"{'herbal', 'tobacco', 'sweet', 'hawthorne', 'honey', 'phenolic', 'hawthorn'}"
4655,8405,Isoquinoline,"{'benzaldehyde', 'herbal', 'balsam', 'sweet', 'anise'}"
4656,8419,"3,4-Dimethoxybenzaldehyde","{'cherry', 'sweet', 'creamy', 'vanilla', 'woody', 'caramel', 'minty'}"
4657,8438,Piperonal,"{'coconut', 'heliotrope', 'violet', 'sweet', 'powdery', 'flower', 'vanilla', 'bitter'}"
4658,8452,Cyclopentanone,{'minty'}
4659,8468,Vanillic acid,"{'sweet', 'powdery', 'bean', 'creamy', 'dairy', 'vanilla', 'milky'}"
4660,8499,Methyl 4-Methoxybenzoate,"{'herbal', 'melon', 'balsam', 'sweet', 'anise'}"
4661,8500,4'-Methylacetophenone,"{'acetophenone', 'mimosa', 'bitter almond', 'cherry', 'sweet', 'hawthorne', 'coumarin', 'hawthorn'}"
4662,8635,Methyl Anthranilate,"{'orange flower', 'grape', 'strawberry', 'lemon', 'flower', 'honey', 'grapefruit', 'fruity', 'neroli', 'medicinal', 'lime', 'bitter'}"
4663,8655,Syringaldehyde,"{'plastic', 'tonka', 'sweet', 'mild', 'woody'}"
4664,8658,2-Methoxybenzaldehyde,"{'acetophenone', 'sweet', 'powdery', 'guaiacol', 'almond', 'vanilla', 'hawthorn', 'bitter'}"
4665,8723,2-Methyl-1-Butanol,"{'onion', 'roasted', 'fruity', 'wine', 'malt'}"
4666,8748,Beta-Terpineol,"{'earthy', 'pungent', 'must', 'woody'}"
4667,8768,"3,4-Dihydroxybenzaldehyde","{'medical', 'almond', 'dry', 'bitter'}"
4668,8785,Benzyl Acetate,"{'apple', 'jasmin', 'cherry', 'sweet', 'fruity', 'apricot', 'plum', 'boiled vegetable', 'jasmine', 'fresh', 'floral', 'bitter'}"
4669,8792,Phenylethyl isovalerate,"{'sweet', 'rose', 'fruity', 'apricot', 'peach', 'floral', 'bitter'}"
4670,8815,Estragole,"{'herbal', 'licorice', 'sweet', 'anise', 'alcohol', 'sassafrass', 'spice', 'vanilla', 'fennel', 'green', 'minty'}"
4671,8842,Citronellol,"{'rose bud', 'geranium', 'leather', 'citrus', 'rose', 'waxy', 'floral', 'bitter'}"
4672,8857,Ethyl Acetate,"{'weedy', 'balsam', 'sweet', 'anise', 'ethereal', 'fruity', 'pineapple', 'green'}"
4673,8858,Mesityl Oxide,"{'vegetable', 'chemical', 'acrylic', 'pungent', 'sweet', 'earthy'}"
4674,8892,Hexanoic Acid,"{'fatty', 'cheese', 'sweat', 'sour'}"
4675,8900,Heptane,"{'alkane', 'sweet', 'ethereal'}"
4676,8908,Hexyl acetate,"{'apple', 'fruit', 'sweet', 'herb', 'fruity', 'banana', 'green', 'bitter'}"
4677,8914,1-Nonanol,"{'fat', 'dusty', 'fatty', 'rose', 'clean', 'green', 'wet', 'orange', 'fresh', 'floral', 'oily', 'bitter'}"
4678,9015,4-Methoxyphenol,"{'phenolic', 'bitter'}"
4679,9016,"1,4-Dimethoxybenzene","{'sweet', 'fennel', 'new mown hay', 'green', 'bitter'}"
4680,9017,Citronellyl acetate,"{'fruit', 'lemon', 'rose', 'tropical', 'fruity', 'dust', 'woody', 'floral', 'green', 'citrus'}"
4681,9064,Cianidanol,{'bitter'}
4682,9473,Piperonyl Acetate,"{'metallic', 'strawberry', 'sweet', 'jam', 'hawthorn', 'floral', 'bitter'}"
4683,9609,Diethyl sulfide,"{'ethereal', 'sulfurous'}"
4684,9862,6-Methyl-5-Hepten-2-One,"{'apple', 'citrus', 'hazelnut', 'lemongrass', 'rubber', 'pepper', 'mushroom', 'musty', 'nutty', 'green', 'bitter'}"
4685,9895,beta-Cyclocitral,"{'herbal', 'tobacco', 'saffron', 'damascone', 'mint', 'sweet', 'rose oxide', 'clean', 'tropical', 'fruity', 'minty'}"
4686,10106,"1,4-Cineole","{'terpene', 'pine', 'cooling', 'spice', 'camphor', 'green', 'minty'}"
4687,10231,Dillapiole,"{'spice', 'wood'}"
4688,10248,Elemicin,"{'flower', 'spice'}"
4689,10282,Piperitol,"{'herb', 'herbal'}"
4690,10353,p-MENTHAN-8-OL,"{'lime', 'terpenic', 'sweet', 'pine', 'woody'}"
4691,10364,Carvacrol,"{'woody', 'thymol', 'spice', 'camphor'}"
4692,10393,2-(4-Hydroxyphenyl)ethanol,"{'fruity', 'mild', 'sweet', 'floral'}"
4693,10402,Citronellic acid,"{'grassy', 'fatty', 'smoky', 'floral', 'green'}"
4694,10407,(E)-.beta.-Farnesene,"{'green', 'citrus'}"
4695,10408,"6,10,14-Trimethylpentadecan-2-one","{'jasmin', 'herbal', 'fat', 'celery', 'woody', 'oily'}"
4696,10430,Isovaleric Acid,"{'rancid', 'sour', 'cheese', 'acid', 'tropical', 'stinky', 'sweat', 'animal', 'feet', 'sweaty'}"
4697,10448,3-methylthiopropanol,"{'vegetable', 'soup', 'onion', 'sweet', 'sulfurous', 'potato'}"
4698,10582,Myrtenol,"{'medical', 'balsam', 'mint', 'sweet', 'pine', 'woody'}"
4699,10659,Apiole,"{'parsley', 'faint'}"
4700,10722,2-Methylbenzaldehyde,{'cherry'}
4701,10748,7-Methoxycoumarin,"{'balsam', 'sweet', 'tonka', 'balsamic'}"
4702,10795,"1,1-Dimethoxyethane","{'ether', 'sharp', 'sweet', 'alcohol', 'new mown hay', 'green'}"
4703,10797,2-Methylfuran,"{'ethereal', 'chocolate', 'acetone'}"
4704,10817,1-(4-Methylphenyl)ethanol,"{'sweet', 'powdery', 'hawthorn', 'floral', 'nutty'}"
4705,10819,Perilla alcohol,"{'linalool', 'terpineol', 'fatty', 'green'}"
4706,10823,3-Ethylpyridine,"{'earthy', 'meaty', 'caramel', 'citrus', 'nutty', 'tobacco', 'fatty', 'spicy', 'green', 'wine_like', 'vegetable', 'peanut', 'leather', 'fruity', 'herbaceous', 'woody', 'musty', 'oakmoss', 'smoky', 'floral'}"
4707,10882,Ethyl pentanoate,"{'yeast', 'apple', 'fruit', 'sweet', 'tropical', 'fruity', 'pineapple', 'green'}"
4708,10883,Ethyl Levulinate,"{'berry', 'sweet', 'fruity', 'pineapple', 'rhubarb', 'floral', 'green'}"
4709,10885,Isobutyl butyrate,"{'rum', 'berry', 'apple', 'sweet', 'fruity', 'pineapple'}"
4710,10934,"2,4-Dimethylthiazole","{'tea', 'mold', 'roasted', 'rubber', 'barley', 'coffee', 'beefy'}"
4711,10957,Isobutyl Formate,"{'fruity', 'sweet', 'ether', 'chemical'}"
4712,10976,2-Heptanol,"{'herbal', 'sweet', 'lemon', 'fruity', 'mushroom', 'grass', 'fresh', 'floral', 'green', 'bitter'}"
4713,11005,Tetradecanoic acid,"{'soapy', 'coconut', 'fatty', 'waxy'}"
4714,11006,Hexadecane,{'alkane'}
4715,11124,Methyl Propionate,"{'rum', 'apple', 'strawberry', 'fruity', 'harsh', 'fresh'}"
4716,11128,Linamarin,{'bitter'}
4717,11142,Beta-Phellandrene,"{'mint', 'terpentine'}"
4718,11160,Methyl isovalerate,"{'fruity', 'apple', 'pineapple', 'strong'}"
4719,11173,3-Methyl-2-Buten-1-Ol,"{'herb', 'fruity', 'green', 'lavender'}"
4720,11230,Terpinen-4-ol,"{'turpentine', 'nutmeg', 'sweet', 'earth', 'pepper', 'musty', 'must', 'woody'}"
4721,11335,"2,6-Dimethylphenol","{'rooty', 'sweet', 'coffee', 'phenolic', 'medicinal'}"
4722,11449,"Octane-2,3-dione","{'broccoli', 'buttery', 'cooked', 'dill'}"
4723,11463,Terpinolene,"{'plastic', 'sweet', 'pine', 'fresh', 'woody', 'citrus'}"
4724,11467,gamma-Terpineol,"{'lilac', 'terpineol'}"
4725,11468,1-Terpineol,"{'musty', 'must', 'woody', 'dry'}"
4726,11508,3-Methyl-1-Pentanol,"{'cognac', 'fusel', 'cocoa', 'fruity', 'wine', 'green'}"
4727,11509,3-Hexanone,"{'rum', 'grape', 'sweet', 'waxy', 'fruity', 'ether'}"
4728,11514,Isobutyl Isovalerate,"{'apple', 'sweet', 'fruity', 'raspberry', 'banana', 'green'}"
4729,11520,3-Heptanol,"{'powerful', 'herb', 'herbal', 'bitter'}"
4730,11527,3-Octanol,"{'herbal', 'melon', 'citrus', 'nut', 'earthy', 'moss', 'mushroom', 'spicy', 'woody', 'minty'}"
4731,11552,3-Methylbutanal,"{'sour', 'fatty', 'chocolate', 'ethereal', 'peach', 'aldehydic', 'malt'}"
4732,11567,3-Methylcyclohexanone,"{'medicinal', 'camphoraceous', 'camphor', 'minty'}"
4733,11569,3-Methoxybenzaldehyde,{'anisic'}
4734,11583,2-Hexanone,"{'ethereal', 'ether'}"
4735,11617,Diallyl Sulfide,"{'metallic', 'onion', 'sulfurous', 'horseradish', 'garlic'}"
4736,11622,2-Tridecanone,"{'coconut', 'herbal', 'fatty', 'waxy', 'earthy', 'dairy', 'milky', 'nutty'}"
4737,11732,3-Methyl-2-Butanol,{'fruity'}
4738,11747,"2,3-Pentanedione","{'butter', 'cheese', 'sweet', 'pungent', 'cream', 'creamy', 'caramel', 'nutty'}"
4739,11902,Methyl 2-furoate,"{'tobacco', 'fungal', 'sweet', 'fruity', 'mushroom'}"
4740,12020,1-Penten-3-Ol,"{'vegetable', 'butter', 'pungent', 'tropical', 'fruity', 'horseradish', 'green', 'bitter'}"
4741,12044,Isopropyl Isobutyrate,"{'sweet', 'fruity', 'pear', 'pineapple', 'citrus'}"
4742,12072,Dihydrocarveol,"{'herbal', 'spearmint', 'mint', 'spice', 'menthol', 'minty'}"
4743,12097,5-Methylfurfural,"{'maple', 'burnt sugar', 'almond', 'spice', 'caramel'}"
4744,12105,3-Methylbenzaldehyde,"{'benzaldehyde', 'cherry', 'sweet', 'fruity', 'phenolic'}"
4745,12170,Furfuryl acetate,"{'fruity', 'sweet', 'horseradish', 'banana'}"
4746,12178,3-Hexanol,"{'alcohol', 'medicinal', 'alcoholic', 'ether'}"
4747,12180,Methyl butyrate,"{'apple', 'fruit', 'sweet', 'fruity', 'pineapple', 'banana', 'ether'}"
4748,12206,Methyl Valerate,"{'apple', 'sweet', 'fruity', 'pineapple', 'green', 'nutty'}"
4749,12209,2-Methylbutyl Acetate,"{'fruit', 'overripe fruit', 'sweet', 'juicy', 'banana', 'peanut'}"
4750,12232,Dimethyl disulfide,"{'vegetable', 'wine_like', 'onion', 'fatty', 'putrid', 'sulfurous', 'cabbage', 'fruity', 'earthy', 'herbaceous', 'spicy', 'meaty', 'woody', 'nutty', 'floral', 'green', 'citrus'}"
4751,12278,2-Pentyl Acetate,"{'herbal', 'tropical'}"
4752,12297,2-Hexanol,"{'winey', 'chemical'}"
4753,12344,5-Methylhexanoic Acid,"{'fruity', 'fatty', 'oily', 'cheese'}"
4754,12348,Amyl acetate,"{'ethereal', 'fruity', 'banana'}"
4755,12366,Ethyl Palmitate,"{'balsam', 'waxy', 'mild', 'creamy', 'fruity', 'wax', 'milky'}"
4756,12367,2-Nonanol,"{'cucumber', 'cheese', 'waxy', 'fruity', 'creamy', 'orange', 'green', 'citrus'}"
4757,12377,Dipropyl disulfide,"{'onion', 'burnt', 'earthy', 'sulfury', 'green'}"
4758,12388,Tridecane,{'alkane'}
4759,12389,Tetradecane,"{'alkane', 'mild', 'waxy'}"
4760,12391,Pentadecane,"{'alkane', 'waxy'}"
4761,12398,Heptadecane,{'alkane'}
4762,12401,Nonadecane,"{'alkane', 'bland'}"
4763,12403,Heneicosane,"{'alkane', 'waxy'}"
4764,12514,"2,5-Dimethylthiophene","{'sulfury', 'nutty'}"
4765,12529,Pentyl formate,"{'ethereal', 'fruity', 'earthy', 'powerful', 'unripe banana', 'green'}"
4766,12534,Tricosane,"{'alkane', 'waxy'}"
4767,12571,Propyl Isobutyrate,"{'berry', 'melon', 'ripe', 'sweet', 'tropical', 'fruity'}"
4768,12587,4-Methylpentanoic Acid,"{'cheese', 'pungent'}"
4769,12613,Isoamyl Isovalerate,"{'mango', 'apple', 'ripe', 'sweet', 'tropical', 'fruity', 'jammy', 'green'}"
4770,12756,gamma-Caprolactone,"{'coconut', 'herbal', 'tobacco', 'sweet', 'coumarin'}"
4771,12777,delta-Octanolactone,"{'coconut', 'tonka', 'fatty', 'sweet', 'tropical', 'dairy', 'peach'}"
4772,12813,gamma-Decalactone,"{'coconut', 'fat', 'buttery', 'fatty', 'sweet', 'strong', 'waxy', 'fruity', 'caramel', 'fresh', 'peach', 'oily'}"
4773,12844,Delta-Dodecalactone,"{'coconut', 'metallic', 'fruit', 'butter', 'buttery', 'sweet', 'cheese', 'creamy', 'fresh', 'peach', 'oily'}"
4774,13144,calcium lactate,{'odorless'}
4775,13187,2-Nonanone,"{'soapy', 'fishy', 'weedy', 'herbal', 'sweet', 'earthy', 'hot milk', 'fresh', 'green', 'soap'}"
4776,13357,Methyl 2-methylbutyrate,"{'apple', 'fatty', 'sweet', 'tutti frutti', 'fruity', 'green'}"
4777,13367,Allyl Mercaptan,"{'alliaceous', 'onion', 'roasted', 'sulfurous', 'garlic'}"
4778,13654,Isopropyl Benzoate,"{'fruit', 'sweet', 'fruity', 'floral', 'balsamic'}"
4779,13854,1H-Pyrrole-2-carbaldehyde,{'ethereal'}
4780,14079,2-Acetylpyrrole,"{'walnut', 'licorice', 'coumarin', 'bread', 'nut', 'musty', 'nutty'}"
4781,14104,Thymol methyl ether,"{'smoky', 'woody', 'burnt'}"
4782,14235,Myrcenyl acetate,"{'citrus', 'nutmeg', 'bergamot', 'woody', 'floral', 'lavender'}"
4783,14257,Undecane,{'alkane'}
4784,14286,2-Acetylpyridine,"{'heavy', 'tobacco', 'fatty', 'chip', 'corn', 'popcorn', 'oily'}"
4785,14296,"2,3,5,6-Tetramethylpyrazine","{'cocoa', 'chocolate', 'coffee', 'burnt', 'lard', 'soybean', 'musty', 'nutty'}"
4786,14328,"3',4'-Dimethoxyacetophenone","{'sweet', 'woody', 'floral'}"
4787,14475,2-Methylheptanoic Acid,"{'butter', 'cheese', 'waxy', 'milk', 'sweaty', 'green'}"
4788,14505,2-Acetylfuran,"{'tobacco', 'cocoa', 'balsam', 'sweet', 'balsamic', 'coffee', 'almond', 'potato', 'beef', 'caramel', 'peanut'}"
4789,14514,2-Acetyl-5-Methylfuran,"{'coconut', 'hay', 'strong', 'coumarin', 'musty', 'milky', 'nutty'}"
4790,14525,Fenchone,"{'thuja', 'herbal', 'earthy', 'cedarleaf', 'woody', 'camphor', 'bitter'}"
4791,14529,2-(4-methylphenyl)propan-2-ol,"{'cherry', 'sweet', 'coumarin', 'fruity', 'must', 'floral', 'camphor', 'citrus'}"
4792,14896,Beta-Pinene,"{'hay', 'turpentine', 'resinous', 'dry', 'pine', 'woody', 'resin', 'green'}"
4793,15037,1-Furfurylpyrrole,"{'vegetable', 'plastic', 'coffee', 'waxy', 'fruity', 'green'}"
4794,15094,"7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene","{'herbal', 'wood', 'herb', 'spice', 'woody'}"
4795,15394,Ethyl Vinyl Ketone,"{'mustard', 'onion', 'fish', 'pungent', 'garlic', 'peppery'}"
4796,15406,Fenchol,"{'sweet', 'lemon', 'dry', 'pine', 'borneol', 'woody', 'camphor', 'bitter'}"
4797,15448,2-Undecanol,"{'cotton', 'waxy', 'clean cloth', 'fresh', 'sarsaparilla'}"
4798,15600,Decane,{'alkane'}
4799,16315,Diallyl trisulfide,"{'garlic', 'onion', 'metallic', 'green'}"
4800,16441,Perillaldehyde,"{'grassy', 'herbal', 'fat', 'cherry', 'mint', 'fatty', 'sweet', 'cumin', 'spice', 'fresh', 'oily', 'green'}"
4801,16537,Terpinyl formate,"{'citrus', 'fruity', 'lavender', 'floral', 'bitter'}"
4802,16590,Diallyl Disulfide,"{'garlic', 'alliaceous', 'metallic', 'onion'}"
4803,16591,Allyl Propyl Disulfide,"{'garlic', 'alliaceous', 'onion', 'green'}"
4804,16592,Methyl propyl disulfide,"{'mustard', 'onion', 'tomato', 'radish', 'sulfury'}"
4805,16666,l-Menthol,"{'tobacco', 'mentholic', 'peppermint', 'cooling', 'camphoraceous', 'minty'}"
4806,16724,d-Carvone,"{'bread', 'caraway', 'spice'}"
